"","site_plot","citation.ID","stand.age","measurement.ID","sites.sitename","plot.name","dominant.life.form","dominant.veg","variable.name.x","date.x","start.date.x","end.date.x","ANPP_canopy","min.dbh","required.citations","ForC.investigator","country","lat","lon","masl","mat","map","geographic.area","biogeog","Koeppen","FAO.ecozone","plot.area","year.establishment.oldest.trees","regrowth.type","regrowth.year","distmrs.type","distmrs.year","managed","disturbed","history.no.info","optional","AnnualMeanTemp","MeanDiurnalRange","TempSeasonality","TempRangeAnnual","ANPP_woody_stem","PreSeasonality","CloudCover","AnnualFrostDays","AnnualPET","AnnualWetDays","VapourPressure","SolarRadiation","Aridity","PotentialEvapotranspiration","VapourPressureDeficit","biomes","variable.name.y","date.y","start.date.y","end.date.y","mean.y"
"166","Podocarpus National Park 1 montane tropical forest.PNP1","Moser_2007_acil",999,18294,"Podocarpus National Park 1","montane tropical forest.PNP1","woody","2TEB","ANPP_litterfall","2003","2003","2004",3.6566,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Ecuador",-3.97,-79.1,NA,NA,1084,"114","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,TRUE,15.1,9.9,3.67,11.4,1127,22,74.84912281,72.20535088,1457.066667,179.4321053,0.140416669,476990.7,9986,1099,0.388,"tropical","ANPP_woody_stem","2003","2003","2004",1.3254
"167","Podocarpus National Park 2 montane tropical forest.PNP2","Moser_2007_acil",999,18295,"Podocarpus National Park 2","montane tropical forest.PNP2","woody","2TEB","ANPP_litterfall","2003","2003","2004",3.4498,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Ecuador",-3.97,-79.1,NA,NA,1084,"114","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,TRUE,15.1,9.9,3.67,11.4,1127,22,74.84912281,72.20535088,1457.066667,179.4321053,0.140416669,476990.7,9986,1099,0.388,"tropical","ANPP_woody_stem","2003","2003","2004",0.7426
"168","Podocarpus National Park 3 montane tropical forest.PNP3","Moser_2007_acil",999,18296,"Podocarpus National Park 3","montane tropical forest.PNP3","woody","2TEB","ANPP_litterfall","2003","2003","2004",3.9198,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Ecuador",-3.97,-79.1,NA,NA,1084,"114","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,TRUE,15.1,9.9,3.67,11.4,1127,22,74.84912281,72.20535088,1457.066667,179.4321053,0.140416669,476990.7,9986,1099,0.388,"tropical","ANPP_woody_stem","2003","2003","2004",0.4089
"169","Podocarpus National Park 4 montane tropical forest.PNP4","Moser_2007_acil",999,18297,"Podocarpus National Park 4","montane tropical forest.PNP4","woody","2TEB","ANPP_litterfall","2003","2003","2004",1.7155,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Ecuador",-3.97,-79.1,NA,NA,1084,"114","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,TRUE,15.1,9.9,3.67,11.4,1127,22,74.84912281,72.20535088,1457.066667,179.4321053,0.140416669,476990.7,9986,1099,0.388,"tropical","ANPP_woody_stem","2003","2003","2004",0.1034
"170","Podocarpus National Park 5 montane tropical forest.PNP5","Moser_2007_acil",999,18298,"Podocarpus National Park 5","montane tropical forest.PNP5","woody","2TEB","ANPP_litterfall","2003","2003","2004",1.269,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Ecuador",-3.97,-79.1,NA,NA,1084,"114","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,TRUE,15.1,9.9,3.67,11.4,1127,22,74.84912281,72.20535088,1457.066667,179.4321053,0.140416669,476990.7,9986,1099,0.388,"tropical","ANPP_woody_stem","2003","2003","2004",0.0658
"171","Porce primary forest","Sierra_2007_tcsi",999,18285,"Porce","primary forest","woody","2TEB","ANPP_litterfall","1999","1999","1999",4.4274,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Colombia",6.75,-75.1,1500,23,2078,"615","South America","Af","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,TRUE,23.3,10.2,4.27,11.6,2834,44,68.37697368,0,1048.864912,205.0757895,0.226249999,650863.1,17621,1548,0.730694444,"tropical","ANPP_woody_stem","1999","1999","1999",4.935
"172","Reserva Biologica San Francisco 1 unmanaged","Moser_2011_eeot",999,12352,"Reserva Biologica San Francisco 1","unmanaged","woody","2TEB","ANPP_foliage",NA,"2003","2004",2.51,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Ecuador",-3.98,-79.1,1890,15.69999981,1950,"114","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,16.5,10,3.93,12.1,1210,17,74.84912281,72.20535088,1457.066667,179.4321053,0.1515,476372,7814,1132,0.388,"tropical","ANPP_woody_stem",NA,"2003","2004",0.42
"173","Reserva Biologica San Francisco 2 unmanaged","Moser_2011_eeot",999,12369,"Reserva Biologica San Francisco 2","unmanaged","woody","2TEB","ANPP_foliage",NA,"2003","2004",1.34,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Ecuador",-3.99,-79.1,2380,13.19999981,5000,"114","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,15.9,9.9,3.65,11.8,1164,19,74.84912281,72.20535088,1457.066667,179.4321053,0.147916666,471621.4,8658,1112,0.388,"tropical","ANPP_woody_stem",NA,"2003","2004",0.11
"174","Rouquet Rouquet","DeAngelis_1981_pofe",150,17699,"Rouquet","Rouquet","woody","2TDB","ANPP_litterfall","1968","1966","1970",1.80574,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","France",43.7,3.8,180,12.4,987,"NAC","Europe","Csa","Subtropical dry forest","NAC","1820","Initiation of post-disturbance cohort (planted or natural)","1820","NAC","NAC",0,0,0,TRUE,13.5,10.1,58.34,27.1,741,29,51.33274854,57.71736842,1053.382456,116.4870175,0.116916664,521349.2,4605,1457,0.700236111,"subtropical","ANPP_woody_stem","1968","1966","1970",0.705
"175","Rouquet Rouquet","DeAngelis_1981_pofe",150,17700,"Rouquet","Rouquet","woody","2TDB","ANPP_foliage","1968","1966","1970",1.14962,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","France",43.7,3.8,180,12.4,987,"NAC","Europe","Csa","Subtropical dry forest","NAC","1820","Initiation of post-disturbance cohort (planted or natural)","1820","NAC","NAC",0,0,0,TRUE,13.5,10.1,58.34,27.1,741,29,51.33274854,57.71736842,1053.382456,116.4870175,0.116916664,521349.2,4605,1457,0.700236111,"subtropical","ANPP_woody_stem","1968","1966","1970",0.705
"176","Salero PPIB","Mosquera_2007_cdlc",999,18290,"Salero","PPIB","woody","2TEB","ANPP_litterfall","NRA","NRA","NRA",3.4545,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-5.32,-76.6,NA,23.7,6885,"NAC","South America","Af","Tropical rainforest","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,TRUE,26,9.3,3.48,11.3,2138,20,77.03545322,0,1555.904386,188.7544737,0.267583334,505067.1,16459,1311,0.919138889,"tropical","ANPP_woody_stem","NRA","NRA","NRA",4.7235
"177","San Carlos de Rio Negro Species-rich Tierra Firme (Oxisols) unmanaged Mature terra firma","Jordan_1999_ntfs",999,12939,"San Carlos de Rio Negro Species-rich Tierra Firme (Oxisols)","unmanaged Mature terra firma","woody","2TEB","ANPP_foliage",NA,"1975","1981",2.82,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Venezuela",1.93,-67.05,119,25.98,3500,"657","South America","Af","Tropical rainforest","NAC","NAC","Initiation of post-disturbance cohort (natural)","1750","Burned","1750",0,0,0,TRUE,26.2,13.3,4.13,14.4,3432,23,70.61973684,0,1134.385965,232.5850877,0.295666669,562183.6,25182,1367,0.723319444,"tropical","ANPP_woody_stem",NA,"1975","1983",2.36
"178","San Carlos de Rio Negro Species-rich Tierra Firme (Oxisols) unmanaged Mature terra firma","Jordan_1999_ntfs",999,18361,"San Carlos de Rio Negro Species-rich Tierra Firme (Oxisols)","unmanaged Mature terra firma","woody","2TEB","ANPP_litterfall","NI","NI","NI",4.8175,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Venezuela",1.93,-67.05,119,25.98,3500,"657","South America","Af","Tropical rainforest","NAC","NAC","Initiation of post-disturbance cohort (natural)","1750","Burned","1750",0,0,0,TRUE,26.2,13.3,4.13,14.4,3432,23,70.61973684,0,1134.385965,232.5850877,0.295666669,562183.6,25182,1367,0.723319444,"tropical","ANPP_woody_stem",NA,"1975","1983",2.36
"179","San Carlos de Rio Negro Tall Caatinga mature tall caatinga natural forest","Cuevas_1986_ndwa",999,12976,"San Carlos de Rio Negro Tall Caatinga","mature tall caatinga natural forest","woody","2TEB","ANPP_foliage",NA,"1980","1981",1.8753,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Venezuela",1.93,-67.05,117,26.2,3600,"657","South America","Af","Tropical rainforest","0.13","NI","NI","NI","NI","NI",0,0,1,TRUE,26.2,13.3,4.13,14.4,3432,23,70.61973684,0,1134.385965,232.5850877,0.295666669,562183.6,25182,1367,0.723319444,"tropical","ANPP_woody_stem","NI","NI","NI",1.53
"180","San Carlos de Rio Negro Tall Caatinga mature tall caatinga natural forest","Cuevas_1986_ndwa",999,12975,"San Carlos de Rio Negro Tall Caatinga","mature tall caatinga natural forest","woody","2TEB","ANPP_litterfall",NA,"1980","1981",2.6367,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Venezuela",1.93,-67.05,117,26.2,3600,"657","South America","Af","Tropical rainforest","0.13","NI","NI","NI","NI","NI",0,0,1,TRUE,26.2,13.3,4.13,14.4,3432,23,70.61973684,0,1134.385965,232.5850877,0.295666669,562183.6,25182,1367,0.723319444,"tropical","ANPP_woody_stem","NI","NI","NI",1.53
"181","San Eusebio ""Primary"" (some selective cutting in the area) Montane","Grimm_1981_cbeu",999,18542,"San Eusebio","""Primary"" (some selective cutting in the area) Montane","woody","2TEB","ANPP_litterfall","1983","1983","1984",2.021,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Venezuela",8.62,-71.35,2500,13.95,1476.5,"670","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","NAC","NAC",0,1,0,TRUE,13.7,11.4,4.48,13.9,1321,48,74.07690058,0.085701754,1022.855263,176.7405263,0.134500001,628103.3,8657,1366,0.502388889,"tropical","ANPP_woody_stem","NRA","NRA","NRA",1.88
"182","San Juan San Juan","DeAngelis_1981_pofe",90,17766,"San Juan","San Juan","woody","2TREE","ANPP_foliage","1972","1972","1972",1.175,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Spain",42.5,-0.65,1230,8,802,"NAC","Europe","Cfb","Subtropical mountain system","NAC","1882","Initiation of post-disturbance cohort (planted or natural)","1882","NAC","NAC",0,0,0,TRUE,8.7,9.8,54.47,25.3,811,16,49.91542398,87.44719298,1071.397368,128.2189474,0.082833333,537018,5637,1287,0.60275,"subtropical","ANPP_woody_stem","1972","1972","1972",1.9975
"183","San Juan San Juan","DeAngelis_1981_pofe",90,17765,"San Juan","San Juan","woody","2TREE","ANPP_litterfall","1972","1972","1972",2.303,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Spain",42.5,-0.65,1230,8,802,"NAC","Europe","Cfb","Subtropical mountain system","NAC","1882","Initiation of post-disturbance cohort (planted or natural)","1882","NAC","NAC",0,0,0,TRUE,8.7,9.8,54.47,25.3,811,16,49.91542398,87.44719298,1071.397368,128.2189474,0.082833333,537018,5637,1287,0.60275,"subtropical","ANPP_woody_stem","1972","1972","1972",1.9975
"184","San Pedro unmanaged upland tropical forest","Girardin_2010_nppa",999,13020,"San Pedro","unmanaged upland tropical forest","woody","2TEB","ANPP_foliage",NA,"2007","2008",2.76,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.05,-71.54,1500,18.8,2631,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,21.1,13,7.45,16.3,2518,47,59.68450292,87.11798246,1106.259649,110.9999123,0.182916668,508401.9,17827,1288,0.745041667,"tropical","ANPP_woody_stem","2005","2003","2007",1.5228
"185","San Pedro unmanaged upland tropical forest","Girardin_2010_nppa",999,13020,"San Pedro","unmanaged upland tropical forest","woody","2TEB","ANPP_foliage",NA,"2007","2008",2.76,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.05,-71.54,1500,18.8,2631,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,21.1,13,7.45,16.3,2518,47,59.68450292,87.11798246,1106.259649,110.9999123,0.182916668,508401.9,17827,1288,0.745041667,"tropical","ANPP_woody_stem",NA,"2007","2008",1.62
"186","San Pedro unmanaged upland tropical forest","Girardin_2010_nppa",999,18341,"San Pedro","unmanaged upland tropical forest","woody","2TEB","ANPP_litterfall","2005","2003","2007",2.5944,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.05,-71.54,1500,18.8,2631,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,21.1,13,7.45,16.3,2518,47,59.68450292,87.11798246,1106.259649,110.9999123,0.182916668,508401.9,17827,1288,0.745041667,"tropical","ANPP_woody_stem","2005","2003","2007",1.5228
"187","San Pedro unmanaged upland tropical forest","Girardin_2010_nppa",999,18341,"San Pedro","unmanaged upland tropical forest","woody","2TEB","ANPP_litterfall","2005","2003","2007",2.5944,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.05,-71.54,1500,18.8,2631,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,21.1,13,7.45,16.3,2518,47,59.68450292,87.11798246,1106.259649,110.9999123,0.182916668,508401.9,17827,1288,0.745041667,"tropical","ANPP_woody_stem",NA,"2007","2008",1.62
"188","Sebulu tropical lowland evergreen dipterocarp rainforest","Yamakura_1986_tsia",999,18307,"Sebulu","tropical lowland evergreen dipterocarp rainforest","woody","2TEB","ANPP_litterfall","1980","1980","1980",2.679,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Indonesia",-0.27,116.97,70,27,1862,"696","Asia","Af","Tropical rainforest","NAC","NAC","NAC","NAC","NAC","NAC",0,0,1,TRUE,26.7,6.9,2.02,7.6,1980,24,66.72653509,0,1286.166667,210.8094737,0.295583336,613978.8,12057,1586,0.948236111,"tropical","ANPP_woody_stem","1980","1980","1980",4.935
"189","Serra do Mar Lowland Lowland","Alves_2010_fsal",999,18267,"Serra do Mar Lowland","Lowland","woody","2TEB","ANPP_litterfall","2006","2006","2007",4.0185,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Brazil",-23.34,-44.83,NA,25.5,2500,"NAC","South America","Cfa","Tropical rainforest","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,TRUE,22.2,9.8,22.09,17,2381,42,74.09802632,0.060964912,936.3307018,193.5250877,0.213249999,511856.6,19675,1288,0.582125,"tropical","ANPP_woody_stem","2006","2006","2007",1.645
"190","Serra do Mar Restinga Restinga","Alves_2010_fsal",999,18266,"Serra do Mar Restinga","Restinga","woody","2TEB","ANPP_litterfall","2006","2006","2007",3.854,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Brazil",-23.36,-44.85,NA,25.5,2500,"NAC","South America","Cfa","Tropical rainforest","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,TRUE,23.2,9.3,22.15,16.5,2438,39,74.09802632,0.060964912,936.3307018,193.5250877,0,0,NA,NA,0.591305556,"tropical","ANPP_woody_stem","2006","2006","2007",1.081
"191","Serra do Mar Submontane Submontane","Alves_2010_fsal",999,18268,"Serra do Mar Submontane","Submontane","woody","2TEB","ANPP_litterfall","2006","2006","2007",3.0691,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Brazil",-23.33,-45.07,NA,19.1,2500,"NAC","South America","Cfb","Tropical rainforest","NAC","NAC","NAC","NAC","No disturbance","NAC",0,0,0,TRUE,16.4,10.8,22.17,17.8,1738,59,74.91703216,1.804035088,902.477193,198.2294737,0.1625,520795.2,15558,1136,0.371263889,"tropical","ANPP_woody_stem","2006","2006","2007",2.162
"192","Shigayama NI","DeAngelis_1981_pofe",292,20269,"Shigayama","NI","woody","2TEN","ANPP_litterfall",NA,"1968","1970",1.6074,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Japan",36.67,138.5,1790,4.2,1455,"701","Asia","Dfb","Temperate mountain system","NAC","1678","Initiation of post-disturbance cohort (planted or natural)","1678","NAC","NAC",0,0,0,TRUE,3.2,8.9,86.73,33.6,1959,48,69.91988304,152.5203509,661.7122807,241.7949123,0.079666666,457256.8,26623,689,0.162958333,"temperate","ANPP_woody_stem",NA,"1968","1970",0.846
"193","Sikfokut Sikfokut","DeAngelis_1981_pofe",65,17709,"Sikfokut","Sikfokut","woody","2TDB","ANPP_foliage","1972","1972","1973",1.739,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Hungary",47.9,20.47,265,9.9,582,"NAC","Europe","Cfb","Temperate continental forest","NAC","1905","Initiation of post-disturbance cohort (planted or natural)","1905","NAC","NAC",0,0,0,TRUE,9.6,10.1,79.12,32.3,557,33,62.53399123,116.657807,764.7298246,145.5472807,0.093083333,434024.2,5442,973,0.516208333,"temperate","ANPP_woody_stem","1972","1972","1973",1.41
"194","Sinaia Site 2","DeAngelis_1981_pofe",110,17757,"Sinaia","Site 2","woody","2TREE","ANPP_foliage","1969","1968","1970",1.551,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Romania",45.38,23.25,990,5.1,1025,"NAC","Europe","Dfb","Temperate continental forest","NAC","1860","Initiation of post-disturbance cohort (planted or natural)","1860","NAC","NAC",0,0,0,TRUE,7.5,9.2,71.61,29.1,767,38,66.88910819,138.3414912,699.4763158,144.1720175,0.084666666,469367.4,8778,873,0.353458333,"temperate","ANPP_woody_stem","1969","1968","1970",2.8435
"195","Solling project B1 Forest recovery following clear-cut.122y","DeAngelis_1981_pofe",122,13583,"Solling project B1","Forest recovery following clear-cut.122y","woody","2TDB","ANPP_foliage","1969",NA,NA,1.39919,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Germany",51.816667,9.583333,500,6.1,1063,"711","Europe","Cfb","Temperate oceanic forest","NAC","1847","Initiation of post-disturbance cohort (natural)","1847","Cut","1847",0,0,0,TRUE,7.1,7.7,59.8,23.7,935,13,75.84459064,115.1583333,587.8903509,183.3250877,0.08625,359766.5,13270,775,0.307166667,"temperate","ANPP_woody_stem","1969",NA,NA,3.0503
"196","Sulawesi upland tropical forest","Hertel_2009_coat",999,14061,"Sulawesi","upland tropical forest","woody","2TEB","ANPP_litterfall","NI","NI","NI",2.005,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Indonesia",-1.48,120.05,1050,20.8,3534,"726","Asia","Af","Tropical rainforest","NAC","NAC","NI","NAC","NI","NAC",0,0,1,TRUE,20.6,7.9,4.93,9.9,1894,25,66.4122076,0,1212.299123,236.4355263,0.198166666,628873.2,13517,1469,0.58075,"tropical","ANPP_woody_stem","2004","2004","2005",2.6414
"197","Sulawesi upland tropical forest","Hertel_2009_coat",999,18306,"Sulawesi","upland tropical forest","woody","2TEB","ANPP_litterfall","2004","2004","2005",3.5344,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Indonesia",-1.48,120.05,1050,20.8,3534,"726","Asia","Af","Tropical rainforest","NAC","NAC","NI","NAC","NI","NAC",0,0,1,TRUE,20.6,7.9,4.93,9.9,1894,25,66.4122076,0,1212.299123,236.4355263,0.198166666,628873.2,13517,1469,0.58075,"tropical","ANPP_woody_stem","2004","2004","2005",2.6414
"198","Susser Schlag PO","Mund_2002_gacs",72,14080,"Susser Schlag","PO","woody","2TEN","ANPP_foliage",NA,"1995","1997",2.19,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Germany",50.15,11.87,740,4.5,1000,"67","Europe","Cfb","Temperate oceanic forest","NAC","1924","Initiation of post-disturbance cohort (planted or natural)","1924","NAC","NAC",0,0,0,TRUE,5.6,7.6,64.92,25.3,854,16,74.16052632,138.5107018,604.9491228,183.2137719,0.079166666,376185,15466,709,0.270486111,"temperate","ANPP_woody_stem",NA,"1995","1997",2.38
"199","Sylvania unmanaged hemlock-hardwood old-growth","Desai_2005_cnee",350,14105,"Sylvania","unmanaged hemlock-hardwood old-growth","woody","2TM","ANPP_foliage",NA,"2002","2003",1.28,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",46.24,-89.34,542,3.9,771,"730","North America","Dfb","Temperate continental forest","NAC","1653","Initiation of post-disturbance cohort (natural)","1653","NAC","NAC",0,0,0,TRUE,3.7,12.4,108.22,43.7,839,37,65.83823099,206.0797368,680.9701754,128.6024561,0.075083333,444422.4,9707,861,0.349527778,"temperate","ANPP_woody_stem",NA,"2002","2003",0.84
"200","Tambopata-Candamo Reserve permanent plot TAM-05 terra firma unmanaged primary forest","Malhi_2004_tacw",999,18332,"Tambopata-Candamo Reserve permanent plot TAM-05","terra firma unmanaged primary forest","woody","2TEB","ANPP_litterfall","1993","1993","1993",5.264,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.830288,-69.270533,223,24.4,1900,"740","South America","Af","Tropical rainforest","1","NAC","NAC","NAC","No disturbance","1904",0,0,0,TRUE,25.3,11,10.77,14.8,2477,52,63.99473684,0,1366.842105,111.7313158,0.254833333,533331.6,17772,1379,0.846472222,"tropical","ANPP_woody_stem",NA,"1983.69863","2000.557377",2.7
"201","Tambopata-Candamo Reserve permanent plot TAM-05 terra firma unmanaged primary forest","Malhi_2014_tpma",999,14308,"Tambopata-Candamo Reserve permanent plot TAM-05","terra firma unmanaged primary forest","woody","2TEB","ANPP_foliage",NA,"2005.084932","2011.161644",4.03,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.830288,-69.270533,223,24.4,1900,"740","South America","Af","Tropical rainforest","1","NAC","NAC","NAC","No disturbance","1904",0,0,0,TRUE,25.3,11,10.77,14.8,2477,52,63.99473684,0,1366.842105,111.7313158,0.254833333,533331.6,17772,1379,0.846472222,"tropical","ANPP_woody_stem",NA,"2005","2011",2.64
"202","Tambopata-Candamo Reserve permanent plot TAM-06 terra firma, floodplain unmanaged primary forest","Malhi_2004_tacw",999,18333,"Tambopata-Candamo Reserve permanent plot TAM-06","terra firma, floodplain unmanaged primary forest","woody","2TEB","ANPP_litterfall","1991","1983","2000",4.5402,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.8385,-69.296,215,24.4,1900,"740","South America","Af","Tropical rainforest","0.96","NAC","NAC","NAC","No disturbance","1904",0,0,0,TRUE,25.4,10.9,10.49,14.7,2501,52,63.99473684,0,1366.842105,111.7313158,0.255666669,532827.3,18091,1380,0.842125,"tropical","ANPP_woody_stem",NA,"1983.709589","2000.546448",3.55
"203","Tambopata-Candamo Reserve permanent plot TAM-06 terra firma, floodplain unmanaged primary forest","Malhi_2014_tpma",999,14323,"Tambopata-Candamo Reserve permanent plot TAM-06","terra firma, floodplain unmanaged primary forest","woody","2TEB","ANPP_foliage",NA,"2005.084932","2011.161644",3.71,NA,"Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.8385,-69.296,215,24.4,1900,"740","South America","Af","Tropical rainforest","0.96","NAC","NAC","NAC","No disturbance","1904",0,0,0,TRUE,25.4,10.9,10.49,14.7,2501,52,63.99473684,0,1366.842105,111.7313158,0.255666669,532827.3,18091,1380,0.842125,"tropical","ANPP_woody_stem",NA,"2005","2011",2.64
"204","Tambopata-Candamo Reserve permanent plot TAM-07 terra firma TAM-07","Malhi_2004_tacw",999,18334,"Tambopata-Candamo Reserve permanent plot TAM-07","terra firma TAM-07","woody","2TEB","ANPP_litterfall","1991","1983","2000",4.3428,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.83,-69.27,209,25.19,2477,"740","South America","Af","Tropical rainforest","1","NAC","NAC","NAC","No disturbance","1904",0,0,0,TRUE,25.3,11,10.77,14.8,2477,52,63.99473684,0,1366.842105,111.7313158,0.254833333,533331.6,17772,1379,0.846472222,"tropical","ANPP_woody_stem","1991","1983","2000",2.8952
"205","Tapajos (Malhi 2009) lowland tropical forest","Malhi_2011_taoe",999,14352,"Tapajos (Malhi 2009)","lowland tropical forest","woody","2TEB","ANPP_litterfall","NI","NI","NI",4.27,NA,"Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Brazil",-2.81,-54.95,200,27.2,1920,"256","South America","Am","Tropical rainforest","NAC","NAC","NI","NAC","NI","NAC",0,0,1,TRUE,25.1,9.7,5.45,12.2,2018,65,75.52236842,0,1123.080702,217.1789474,0.281999997,547224.7,14244,1316,0.579402778,"tropical","ANPP_woody_stem","NI","NI","NI",3.75
